product,title,rating,body
"Samsung Galaxy M51 (Celestial Black, 8GB RAM, 128GB Storage)",MONSTER FOR ALL CHINESE MOBILES,5.0,"This is a perfect mobile for you,1. If you properly read the spec before buying this mobile2. If you don't expect all iPhone features in this mobile,3. if you are not a addictive gamer,4. If you don't expect your mobile to be a speaker,5. If you do concern about your data handled in Chinese mobiles,6. If you need better SAR value,7. If your first preference is battery, and decent level of camera quality,8. If you need all trending features to be covered in non Chinese mobile,THEN GO FOR IT... ALSO TRY TO UPDATE TO LATEST SOFTWARE ONCE AFTER SETTING UP YOUR MOBILE, OTHERWISE HEATING ISSUE WILL BE THERE."
"Samsung Galaxy M51 (Celestial Black, 8GB RAM, 128GB Storage)",Superior Phone from samsung at budget rate.,5.0,"After using for more than 2 day's I must say, snapdragon 730g works wonderful .CAMERA.This time M series did a honest job by giving us a INTELLI camera of 64 mega Pixcel and more feature in selfie camera.DISPLAY & FINGERPRINT.With Samsung SuperAmoled display you can truly trust the amazing view angle. Now in M51 feature of Widevine L Certification you can enjoy all those global Dolby theatre experience. I found it reliable for my 1920p to 4k level of movie watching without any distraction due to Infinite O display which gives Full Screen Ratio. Fingerprint on side is much faster than I expected. It doesn't takes a second also to open. Even FaceUnlock is faster.Superior, as it matches any S series flagship premium in classy look, strong built for this budget amount. 6.7 inches display is good to handle as it is well managed for one hand use also."
"Samsung Galaxy M51 (Celestial Black, 8GB RAM, 128GB Storage)",Issues with camera. Unhappy with samsung.,2.0,"It has issue with camera in night mode and pro mode.It seems like there is dust present on camera sensor which is only visible in dark photos. When photo is clicked with lens covered completely,  it shows hundreds of white spots in image, same happens with pro mode too. (This is not regular image noise)"
"Samsung Galaxy M51 (Celestial Black, 8GB RAM, 128GB Storage)","Not a monster, but a good deal.",5.0,"My take after using the handset for 4 days:1. Display: Superb. Big, crystal clear, bright and everything you can expect from a samsung super amoled plus screen.2. Camera: Very good. Night mode could have been better.3. Sound: Speakers: Better than average, earphones: good4. Battery: Very good. But expected more backup from a 7000 mah battery. Had to charge it once a day for the last 4 days.5. UI: The one-ui provided here is different from the one provided in A series. The one that comes with A series phones like A50 etc is more user friendly and has more features like Secure folder, timer etc. Also, the Samsung notes app in A series is far better than the one provided here. In this price, an UI at par with the leading A series phones is expected.6. Processor: Good for normal use.7. Finger print unlock is fast and smooth.8. No case/ back cover and no earphone.9. A bit overpriced."
"Samsung Galaxy M51 (Celestial Black, 8GB RAM, 128GB Storage)",It's a wonderfull but wait...,1.0,"I have been using this from starting. Ordered on 18th sep and get this phone very next day 19th. Here is my overall review.1. Battery - tremendous and optimization is on next level2. Display - It's great display ever.3. Speed - faster then ever ( compared to my other phones )4. Gaming - Very powerful no laging ( played COD, Hitman Sniper, Asphalt 9)But wait, in the meantime I've faced some issues on the phone as well.1. Voice call - call is fine but when call is placed on speaker children voice could not be heard by other. On normal call it's perfect but on speaker it's not. Adult voice can be heard from a distance but children voice can't. even the phone is just near the face. This issue can lead you the problem while you're on whatsapp video call as well. First I thought it was just whatsapp issue but after certain test it's major issue on voice call. Tested with safe mode and also after factory reset (without any other third party applications)2. Fingerprint sensor - It's fine and fast. But wait. you need to setup both hands fingers so it's easy to use. Maybe if the finger print sensor placed on in-display then it's better than this but if you map with both hand fingers and thumb then it's easy. Other wise you've to wait for 30 seconds if the finger not matched for 5 times.3. Galaxy Apps - Disable it otherwise unnecessary apps and bloatware will be install automatically.4. Knox - It's displaying secured by Knox but secure folder is not there. Which should be.I have replaced the product but still the microphone issue is there so plz be carefull with this."
"Samsung Galaxy M51 (Celestial Black, 8GB RAM, 128GB Storage)",Bang for your Bucks! Just a few updates and tweaks required.,4.0,"Initial experiences:- Adaptive brightness/ Ambient Display: Frequent screen flickering and unstable; had to disable.- Fingerprint Scanner: Poor quality, frequently asks you to wipe..- No preapplied screen film or back-case supplied.+ Nice AMOLED panel and crisp viewing experience.+ Not bulky or uneasy to hold contrary to common perception.+ Biiig battery which lasts looong.+ Good reception and call quality.+ Not Chinese+ Better than Oneplus Nord (don't look at 5G, let our 4Gs work efficiently as of now!)+ Top notch performance."
"Samsung Galaxy M51 (Celestial Black, 8GB RAM, 128GB Storage)",Phone is just ok ok...,3.0,"1. NO secure folder option, This phone SUCKS.2.Processor is old same as A80 (launched in April 19)2. Display is Good3. Back Panel (it's plastic wanna be glass;) , watch it on the first and last time at unboxing cause it won't be same anymore)4. Not Camera monster it's a camera average, they show 64 MP its 64 MP, which takes 3-6 seconds for one snap. Till then moment is already gone.5. Battery works only for a day.For 27K it doesn't worth it.Don't buy it, seriously."
"Samsung Galaxy M51 (Celestial Black, 8GB RAM, 128GB Storage)",24Hrs Review,3.0,"Camera - GoodFast charge - GoodDisplay - AwesomePerformance - GreatBattery Backup - It's Not Like 7000mah, Average ( Like 4000mah ) Need Optimization2-3 times Play Store Getting Crashed....Otherwise Good to Buy.......Amazon very good Delivery.......NoEarphone And Softcase"
"Samsung Galaxy M51 (Celestial Black, 8GB RAM, 128GB Storage)",A decent midrange phone. Happy with the mobile.,5.0,"First impressions: the celestial black colour looks really good and elegant. Looks better than in pics or videos. The phone feels solid in hand. The screen is large and great quality punchy colors. The screen is also very bright.Performance too seems good except that the real performance will be known a while later as Samsung mobile tend to slow down with time. The back is a fingerprint magnet, so a case is a must.The battery is really a beast and charger is decent too. Battery easily lasts 2 days with average use, even with heavy use it lasts one and a half days.Camera Performance is great at this price. The pictures and videos come out great.I got the 6gb variant with hdfc offer and with HDFC smart buy, the price should come down to 22000. Its a great phone at this price. Most of the cons mentioned in online reviews are not for me. I am happy with this phone.Why I preferred M51 over Nord? M51 ticks all the right boxes for me. A great screen for watching videos, good casual gaming, a great battery lasting at least 2 days, a better camera, 128 gb storage with microsd card support  and at a price which is Rs. 3000  cheaper. I already have Samsung and Oneplus phones at home. So I can say with confidence that you won't go wrong with any of the brand.My overall first impression is that its a great phone with almost all things that one may need at this price. Will keep updating."
"Samsung Galaxy M51 (Celestial Black, 8GB RAM, 128GB Storage)","High Priced, SAR value and Vibration is more, I won't recommend this (Review after 6 days usage)",1.0,"I have ordered this mobile on the first day of the sale at 12 o clock sharp. Yes there are some good features, But let's talk only about the CONS. The reason for talking about the CONS as the PROS are talked by other friends.  1) Vibration of the mobile is more and can't hold the mobile for longer time.  2) Mobile is higher priced compared to other same configuration devices and no tempered glass or case has been provided.  3) Guys Please check the Specific Absorption Rate (SAR Value) before buy any mobile and in this its more which affects Head and Body and not good for health.  4) Weight of the mobile is MORE and finally I won't recommend this."
"Samsung Galaxy M51 (Celestial Black, 8GB RAM, 128GB Storage)",Loudspeaker and mic issue,1.0,I received the phone on the very next day of the sale.Unfortunately I am facing issue with loudspeaker and mic. So the primary thing of a phone (calling) is not working properly.Even after replacement facing the same issue.
"Samsung Galaxy M51 (Celestial Black, 8GB RAM, 128GB Storage)",Overall good product,4.0,"Charging and display quality is good..No hangsHeating is not obsereved during charging or using mobile.Diasble galaxy store otherwise bloatware is installed continuously.I didn't find mobile is heavy , weight management is excellent. Otherwise it's as usual normal android.. phone.. camera I didn't like much both front and back useless. I purchased this phone esp for display and battery. For small hands mobile is bit tall not width wise..Macro photo lots of granules seeing.. I think in my phone macro lens is defective.. speaker output is not good. 3.2 gb ram used out of 8 gb by default .."
"Samsung Galaxy M51 (Celestial Black, 8GB RAM, 128GB Storage)",Good battery life,5.0,Great phone with good battery life the battery usually lasts for 2 days on light usage and charges super quick
"Samsung Galaxy M51 (Celestial Black, 8GB RAM, 128GB Storage)",Got a defective piece and on Amazon is getting replaces is also painful,1.0,"Samsung delivered defective piece and had to gone through replacement cycle. Believe me, on Amazon getting replacement is not easy.  It was a manufacturing defect.Do see your phone thoroughly, as soon as you receive to check for defect.*** Amazon has no return policy on electronic items, even if product is damaged. They dont care. ***Finally after getting product :Camera, User Interface : GoodHeavy (because of mega battery). Its a big phone, so personally I am not finding it handy.Battery life : still need to find."
"Samsung Galaxy M51 (Celestial Black, 8GB RAM, 128GB Storage)",Best Phone under 25k,5.0,"Pros:1. Value for money buy at 23k considering the offers.Try to get it at this price range by bank offers being offered.2. Camera is brilliant.Compared to OnePlus Nord and others in this price range.3. Snapdragon 730G optimized very well.Processor is snappy.Compared to other brands (realme 7 pro, one plus nord), it gives faster perfomance as it has been properly optimized.4. Battery is the top selling point for this phone.I have to take office calls for 5/6 hours a day, including webex meetings with wifi always on.It still last me 1.5 days.5. Display is excellent even though it is providing 60 hz refresh rate.Amoled display of samsung is brilliant as always.Cons:1. Back is plastic. Does feeling like a 25k phone.But as 7000mah battery had to be adjusted in a compact way, samsung had to compromise  with the design.2. 4k/1080p videos can't  record in 60fps.Doesn't  bother me much, it depends on your preference."
"Samsung Galaxy M51 (Celestial Black, 8GB RAM, 128GB Storage)",Worth the price,5.0,"This is the best phone in 25000 segment  730G processor with 7000 mah battery with 25w fast chargingThe display quality is amazing as it is S amoled panelThe 64 mp camera captures amazing details it also has night mode and slowmo, hyperlapse, one take, macro camera is not good tho . It tried fortnite it can run on medium graphics with 30fps limit and its pretty smooth thanks to 730G . The front facing camera quality is very good  i have attached pic of  ram usuage with no background app running one thing i didnt like was u cannot zoom in when u set to 64mp camera mode and it is filled with unnecessary apps like daily hunt and many others"
"Samsung Galaxy M51 (Celestial Black, 8GB RAM, 128GB Storage)","Little high-priced, very good battery, camera and a satisfactory performance (Review after 5 days)",3.0,"Well, as compared to the same feature range phones. The price seems to be 2-3k high. But if you are bored of charging your phone every 6 hours, you have a relief here with 7000 mAh battery, which doesn't  disappoint you.  I choose primarily for the battery and it lived up to the point that it stated. With playing 1 hour of playing COD, using hotspot for a full day and browsing it lasted for more then 40 hours and there is a battery saver mode too, which will last for a week if you are travelling out and need to use phone for only call and minimum usage.But, if you are a non-stop gamer it will last a day depending on the usage.Pros:Display is good, performance is fine, battery is stand out. The camera is also good and bixby vision is cool. Many edited features come with the camera, that is added advantage. Sensors are good and fast too. The weight is well balanced, you won't feel the weight after a day's usage. Charging is quite quick. Rest of phone's features are fine.Cons:Plastic built body, no tempered glass or case is provided within the box. The speakers are located at the bottom which is uncomfortable if we hold the phone in two hands and watch videos or play games. In dark, the screen display may cause some burden to the eyes, which I did not face earlier. The background apps keeps running until you close them or optimize the battery which will automatically close all the background running appVerdict:Little high-priced, very good battery and a satisfactory performance."
"Samsung Galaxy M51 (Celestial Black, 8GB RAM, 128GB Storage)",Thoughts before buying 🤔,3.0,"Awesome phone..all good reviews..1.definitely heavy, what else u can expect with huge 7000 battery, yet manageable.. u cant hold and watch movies or matches for long u need a stand..have to use Bluetooth or wired headset while talking as its heavy, u feel it slips off2. Stunning display amoled at its best..watched Enola holmes3. need back cover else scratches will be evident glaringly and lose its premium feelMost important worrying fact is SAR value at 1.3, the only fact I am disappointed with samsung..u can check dailling *#07#..ps samsung are valued for low sarAudio loud speaker I am not satisfied"
"Samsung Galaxy M51 (Celestial Black, 8GB RAM, 128GB Storage)","Price reduced from 24,999 to 19,999. Huge difference. Feeling cheated.",1.0,"Ibought it for 24,999 but now it's 19,499. Cheap phone but samsung looted me. Be aware of foreign countries. Either is Chinese or any other."
"Samsung Galaxy M51 (Celestial Black, 8GB RAM, 128GB Storage)",My Worst Ever Online Purchase,1.0,"I have been using Samsung Phones ever since they ventured into Smart Phones. I had privilege of using majority of Samsung Phones like Galaxy S2, Samsung Grand, Samsung S6, Samsung S9+, Samsung Note 3 and Samsung S10.When Samsung launched M51, like many I think I am also fooled by aggressive marketing campaign and youtube reviews by youtubers like Technical Guruji (I unsubscribed his channel due to fraud review)Why I purchased this phone because ofBrand SamsungExpected Good Camera SetupExpected Good Build QualityExpected Good PackagingAnd for this I have paid good price of INR 25KWhy I am disappointedBuild quality is quite inferior it's cheap plastic that use to come in phones like Karbon or Lava in 2012-2013.Camera setup is quite average, they say it's triple camera but picture quality is not so great, night shots are average, I think if you buy brands like Xiaomi you get better pictures by spending less amount. Probably that's why Samsung is marketing Single Take feature, which I think won't work if camera is average.Packaging, after paying INR 25K one expects box to include stuff like Phone Cover as these days majority of manufacturers, but here it comes with cheap quality of Box, that has nothing but a cheap charger with very poor quality of packaging, now a days many manufacturers are also putting the screen protectors at cheap cost, Samsung should take a note.Phone weighs quite heavy and is not easy to use with one hand, this is something nobody is telling, probably thats the only reason Samsung has degraded the build quality.What is good about this phoneBattery - Certainly that's the only feature for which I paid INR 25K. But are you willing to pay this much for a phone that's more of power bank.Headphone Jack - Samsung has retained it, and it's output is pretty good.Apart from that phone has same processor like Samsung A80, which comes with better camera setup and better build quality.Therefore I feel Samsung is over charging customers for this device and it should not cost more then INR 15K - 18K.So if you are only looking for battery and headphone jack then spend money on this one and If anyone wants to contact me I am ready to resell mine at 20%  discount.I wish they had option of giving zero stars.Amazon I am sorry this is my worst ever Amazon shopping experience which I regret everyday when I see what I got."
"Samsung Galaxy M51 (Celestial Black, 8GB RAM, 128GB Storage)",Okay but not Okay !!!!!,3.0,"After 48 hours of usageVery much excited when I saw the specs. but!!!!Pros:1. Display2. Procesor  SD730G3. Camera4. Fast chargingCons:1. audio not loud getting crack sound in speaker mode2. Battery (it's 7000Mah) but discharging quickly(I didn't play games, I used it only calls, and YouTube). I felt like its a 4000Mah.3. Backside material looks very cheap. attracts lots of fingerprints4. Price is very high.5. Back case is not provided. (Phone is slippery need to handle with care or buy back case).After all, I feel this phone average for this price. (*** stars)if the price is 19999/- with this specs my price is (***** stars)"
"Samsung Galaxy M51 (Celestial Black, 8GB RAM, 128GB Storage)",Absolute Monster Indeed,5.0,"Your browser does not support HTML5 video.


   EDIT : I have added 7 days battery usage video, please use that as new reference for battery usage.Original :Before you read the review, please know that I mainly use my phone for productivity and social media. I do not game heavily or photograph heavily.To me the best part about it is the display. I've never used an OLED display and moving from standard LCD to OLED is magical. The system wide dark mode support makes everything look sexy black!The battery is super powerful, although I've to use it for more days to give a better review. From what I experienced, you can easily get 12-15 hours of screentime at least, spanning over 2 days. The charging is as advertised, taking around 2 hours for a full charge.I'm not a camera enthusiast beyond some selfies and occasional landscape photography when I travel. The camera provided satisfied my expectations. Please look at same photographs attached, bearing in mind that light conditions were not optimal and I'm not an expert at the art. Also, it has Cam2 API support, so you can install a Google Camera mod and tweak the settings to your liking.This phone is worth it for the display and battery for me. It has everything I expected. Only disappointment is that it doesn't come with a cover or screenguard, while other manufacturers provide that even at this range."
"Samsung Galaxy M51 (Celestial Black, 8GB RAM, 128GB Storage)",Pls DONT BUY,1.0,Phone heats up while using camera for few minutes.Writing this just in one day of usageOther feedbacks in few daysHeating a lot.. worst ever experience  with Amazon
"Samsung Galaxy M51 (Celestial Black, 8GB RAM, 128GB Storage)",Faulty Screen Issue,1.0,"I bought Samsung M51 on launch day itself! Within 2 days of usage, screen started flickering. Even Samsung customer care said that it's faulty screen"
"Samsung Galaxy M51 (Celestial Black, 8GB RAM, 128GB Storage)",GREAT PHONE after using for many days,5.0,GOOD OVERALL PHONEBATTERY IS HUGE USING PHONE FROM 7 AM ( 100% ) BATTERYPLAYED GAME FOR 50 MINUTEINSTAGRAM FOR 40 MINUTEMANY CALLS TOODID MAILING & TEXTING ALSO IN WHATSAPPWEBWHATSAPP IS ON FROM 9 AMWORKING FINE TILL NOWCAMERA IS WONDERFUL & WILL TRY ASPHALT 9 & THAN EDIT THIS REVIEWAT 5.20 PM ITS 76% BATTERYNow after use of many daysPhone works the same just one problem some time phone get disconnected automatically i don't  know if it is problem of phone or something else overallMust buy product for sure
"Samsung Galaxy M51 (Celestial Black, 8GB RAM, 128GB Storage)",Experimental smartphone M51,1.0,"This mobile phone have many problems such as WiFi  issues  , Bluetooth issues,  saving pdf issues , sometimes light sensors not works , app is not working  ( showing many times) .This OS is CORE version  not as A series galaxy smartphones.I think in m51 is a experimental device by Samsung  .Samsung  inserted many apps from A series  maybe  this creates  problems  , because  its OS is core .Before purchasing M51 keep this things in mind  .I recognized after 17 days of using this .I mean to say , it creates problems after 17 days of using  .And now I am unable to return this mobile M51 .Service center told me this , its a OS problem  , after few days all m51 smartphone will get Software updates  .  Or to submit M51 to Service center  to get value of this smartphone  as a coupon,  which I will redeem coupon in exclusive Samsung showrooms  ."
"Samsung Galaxy M51 (Celestial Black, 8GB RAM, 128GB Storage)",Samsung one month usage review | IemMihir,5.0,Straight to the point :Purchased in first saleReceived : 20sep2020- Really heavy can start wrist pain if not used properly (but including 7000mah in this weight is surprisingly excellent. Kudos to samsung)- Headphone jack is a boon ...although I use TWS but a headphone jack is a must.- Battery can be stretched more than 1.5 days with normal usage. But initially need to disable every background app to get optimized battery life.- Glastic back panel is shiny but will not give premium feel.- Fingerprint is decent but getting used to side mount will take time.- Not for osmo mobile 3 (which I have tested and also try to upload video) uncomfortable to load and unload.- Excellent camera and video esp macro- Selfie cam is also good- Requires some adaptor to charge old phones. Mi cable is good converter & charging cable for usb mini- Speaker is average- Bloatware is there but can be disabled ...- 6gm ram and snapdragon processor does the job efficiently.- No hapticsA nice decent phone from Samsung.Pro Tip : Never buy a phone on the basis of whats new always buy on the basis of what you need. You can if you've extra bucks ;)Unboxing will be soon available on YouTube : IemMihir.Don't know but my initial review was deleted and I had to write this again.
"Samsung Galaxy M51 (Celestial Black, 8GB RAM, 128GB Storage)",do not buy this product waste of money,1.0,"As mentioned by Samsung 7000 mh battery but battery drains very fast at the end of day when I am using internet,watching videos. Battery needs to carry for two days at 7000mh but it is not carry one day also. Please do not buy this product. Display is also very bad super amoliad  Display is fake some times video shows red faces. It is not zero edge after full Display video get cutted from the edges of phone display. Speaker sound is third class not upto the mark what we expect from Samsung. Handset provided doubly atmos but when I use headphones also can't find atmos experience. Very bad handset on this range better you can buy Samsung m31s for that.I provide 1 out of 10 ratings for this set. Its a garbage set."
"Samsung Galaxy M51 (Celestial Black, 8GB RAM, 128GB Storage)",Poor Battery Backup/hang issue,1.0,Battery Backup not seems to be 7000mAh.Whatsapp video call getting disconnected mentioning some error in microphone.Phone started hanging on normal usages..
